permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA190486,RESIDENTIAL,938  KIRKBRIDE ST,PITTSBURGH,15212,450,78424,931,REMOVE FLOOR TILE & MASTIC FROM 1ST & 2ND FLOOR HALLS,1000,f,2019-07-26,2020-07-26,2,f,f,2020-07-26,RENOVATION,40.45989,-80.0207205
PAA190487,FORMER CHURCH,501 MITCHELL AVE,CLAIRTON,15025,1850,19537,902,REMOVE CEILING MATERIAL AND FLOOR TILE/MASTIC THROUGHOUT BUILDING (SEE ATTACHED),20276,t,2019-07-25,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.2916334,-79.8862948
PAA190503,RESIDENTIAL PROJECT,1522  MARQUIS WAY,PITTSBURGH,15212,850,78611,931,ASSUMED,1214,f,2019-07-18,2109-07-19,8,t,f,2109-07-19,RENOVATION,40.4571356,-80.0175905
PAA190519,UOP CATHEDRAL OF LEARNING ROOM 435 - 4200 FIFTH AVENUE,,PITTSBURGH,15260,450,4535,905,REMOVE FLOOR TILE AND MASTIC IN ROOM 435,753,t,2019-07-29,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4424402,-79.9531948
PAA190526,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1550,2024046,940,REMOVE FLOOR TILE/MASTIC/CARPETING MASTIC & COVEBASE/COVEBASE MASTIC FROM G BUILDING AND G WEST HALLWAY AND WIRE COVER AND MASONRY DEBRIS FROM G BUILDING SUBSTATION,9574,f,2019-07-23,2020-07-21,8,f,f,2019-09-22,RENOVATION,40.3560891,-79.8997901
PAA190527,RESIDENTIAL PROJECT,701  ARMANDALE ST,PITTSBURGH,15212,850,78622,931,ASSUMED,996,f,2019-07-24,2109-08-31,8,t,f,2109-08-31,RENOVATION,40.4579224,-80.0149663
PAA190535,RESIDENTIAL PROJECT,1200  KUNKLE AVE,PITTSBURGH,15212,450,78631,931,ASSUMED,1848,f,2019-07-24,3019-08-31,8,t,f,3019-08-31,RENOVATION,40.460405,-80.024332
PAA190540,UPMC KAUFMAN BUILDING - 3471 FIFTH AVENUE,,PITTSBURGH,15232,850,1009,940,"REMOVE FLOOR TILE, MASTIC AND FIRE DAMPERS FORM 2ND FLOOR SUITE 202",3412,t,2019-08-05,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.451096,-79.9332613
PAA190544,PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206,1850,356,916,REMOVE BROWN MASTIC UNDER WALL TILE IN RESTROOMS,28037,t,2019-08-05,2020-08-04,2,f,f,2020-08-04,RENOVATION,40.4792841,-79.9194674
PAA190549,RESIDENTIAL PROJECT,1506  MONTEREY ST,PITTSBURGH,15212,450,78633,931,DUE TO RENOVATION ABATEMENT IS NECESSARY,948,f,2019-08-05,2020-08-05,8,t,f,2020-08-05,RENOVATION,40.457465,-80.0134513
PAA190550,RESIDENTIAL PROJECT,513  JACKSONIA ST,PITTSBURGH,15212,450,78629,913,DUE TO RENOVATION ABATEMENT IS NECESSARY,1052,f,2019-08-05,2020-08-05,8,t,f,2020-08-05,RENOVATION,40.4572157,-80.0125741
PAA190555,MASONIC TEMPLE,338 E 9TH AVE,HOMESTEAD,15120,200,18031,931,REMOVE EXTERIOR WINDOW CAULKING,1085,t,2019-08-01,2020-07-10,2,t,f,2020-07-10,RENOVATION,40.4078407,-79.9068976
PAA190560,RESIDENCE,1915  ST IVES ST,PITTSBURGH,15212,200,78905,931,ABATEMENT NECESSARY DUE TO RENOVATION,1645,f,2019-08-01,2019-12-31,8,f,f,2019-12-31,RENOVATION,40.4597797,-80.0230789
PAA190562,AGH SNYDER PAVILION,320 E NORTH AVE,PITTSBURGH,15212,450,406507,929,REMOVE TAN GLUE & FLOOR TILE FROMAGH - 2ND FLOOR FOOD SERVICE A-LA-CART COOLER,400,t,2019-08-12,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4574469,-80.0032706
PAA190563,HERITAGE VALLEY HEALTH SYSTEMS,720  BLACKBURN RD,SEWICKLEY,15143,200,406511,929,REMOVE ACM PIPE INSULATION ABOVE SUSPENDED CEILING IN SVH 7TH FLOOR NORTH,160,t,2019-08-13,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.542729,-80.1780136
PAA190565,SISTER OF THE REDEEMER MOTHERHOUSE,999 ROCK RUN RD,ELIZABETH TOWNSHIP,15037,850,18085,931,REMOVE FLOOR TILE AND MASTIC FROM LANDINGS & STAIR TREADS AND MASTIC IN 5 DIFFERENT STAIRWELLS,1525,t,2019-09-23,2020-09-23,2,t,f,2020-09-23,RENOVATION,40.273195,-79.810418
PAA190567,PITTSBURGH PUBLIC SCHOOLS ADMINISTRATIVE BUILDING,341 S BELLEFIELD AVE,PITTSBURGH,15213,200,7873,921,REMOVE VAT/MASTIC FROM ROOM 101,300,t,2019-08-20,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4446796,-79.9508724
PAA190569,15 SARGENT MESSERSCHMIDT ROAD,,OAKDALE,15071,1850,19620,902,"REMOVE FLOOR TILE & MASTIC THROUGHOUT 1ST FLOOR, TANK, PIPE & FITTING INSULATION THROUGHOUT 1ST FLOOR, BASEMENT, & MECHANICAL ROOM AND WALL MAST ON 1ST FLOOR EAST WALL",16836,t,2019-08-19,2019-11-29,2,t,f,2019-11-29,RENOVATION,40.3981246,-80.1856134
PAA190571,UPMC PASSAVANT HOSPITAL - 9100 BABCOCK BOULEVARD,,PITTSBURGH,15237,1250,5459,908,"REMOVE FIREPROOOFING FRON GROUND FLOOR MAINTENANCE STORAGE, LOCKER ROOM, & PHARMACY STORAGE AND FLOOR TILE & MASTIC FRON GROUND FLOOR MAINTENANCE STORAGE",2625,t,2019-10-17,2020-02-28,2,f,f,2020-02-28,RENOVATION,40.5610745,-80.0394123
PAA190573,SAINT MARGARET'S HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,850,1011,940,REMOVE SHEET FLOORING AND FLOOR MASTIC FROM 1ST FLOOR PHARMACY,1800,t,2019-08-22,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4891376,-79.8961109
PAA190584,RESIDENTIAL PROJECT,606  ARMANDALE ST,PITTSBURGH,15212,450,78906,931,REMOVE EXTERIOR ROOF TAR ON LOWER ROOF ONLY,375,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4583306,-80.0142236
PAA190585,RESIDENTIAL PROJECT,313  JACKSONIA ST,PITTSBURGH,15212,850,78894,931,REOVE FLOOR TILE THROUGHOUT FIRST FLOOR,1000,f,2019-08-23,2020-08-23,2,t,f,2020-08-23,RENOVATION,40.457422,-80.011013
PAA190586,RESIDENTIAL PROJECT,709  ARMANDALE ST,PITTSBURGH,15212,850,78893,931,REMOVE FLOOR TILE AND MASTIC BASE LAYER FLOORS THROUGHOUT BUILDING,1200,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4578405,-80.0151564
PAA190587,RESIDENTIAL PROJECT,900  CALIFORNIA AVE,PITTSBURGH,15212,1250,78897,931,REMOVE FLOOR TILE AND MASTIC THROUGHOUT FIRST FLOOR,2250,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.459395,-80.0191606
PAA190588,RESIDENTIAL PROJECT,936  KIRKBRIDE ST,PITTSBURGH,15212,450,78896,931,REMOVE FLOORING ON 1ST FLOOR,600,f,2019-08-23,2020-08-23,2,t,f,2020-08-23,RENOVATION,40.459844,-80.0206689
PAA190589,RESIDENTIAL PROJECT,515  JACKSONIA ST,PITTSBURGH,15212,1250,78895,931,REMOVE EXTERIOR SIDING ON REAR OF BUILDING,2870,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4571785,-80.0126403
PAA190592,CBRE FAC 525,525  WILLIAM PENN PL,PITTSBURGH,15219,200,1013,940,REMOVE PIPE INSULATION FROM 4 COLUMNS ON THE 35TH FLOOR AND 33RD FLOOR,251,t,2019-08-28,2019-11-30,2,f,f,2019-11-30,RENOVATION,40.4401116,-79.9978537
PAA190596,LIBERTY BOROUGH FIRE DEPARTMENT,900 HASLAGE ST,LIBERTY,15133,850,32830,944,REMOVE CEILING SYSTEM FROM TRUCK GARAGE,1920,f,2019-08-26,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.3247651,-79.8594092
PAA190602,AHN - SUBURBAN GENERAL HOSPITAL - 6TH FLOOR,100 S JACKSON AVE,PITTSBURGH,15202,450,406530,929,"REMOVE FLOOR TILE, GLUE & MASTIC",800,f,2019-09-04,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.495015,-80.0603901
PAA190603,US STEEL - CLAIRTON WORKS (BATTERY 19),400 STATE ST,CLAIRTON,15025,1850,31768,946,REMOVE CHIMNEY COLUMN COATING,14520,f,2019-09-05,2019-12-21,2,f,f,2019-12-21,DEMOLITION,40.2940921,-79.8728393
PAA190607,SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261,1850,5468,908,"REMOVE TAR ON DUCT INSULATION, FLOOR TILE AND MASTIC, AIR HANDLER INSULATION & PIPE INSULATION ON 1ST, 2ND, 2M, 3RD, 4TH & 5TH FL, 2ND FL ELEVATOR DOOR, LAB COUNTER TOP ON 3RD & 4TH FL, ROOF FLASHING & CAULKING FROM EXT WINDOWS, DUCTS, & EXPANSION JOINT",28292,f,2019-09-03,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.4425133,-79.961826
PAA190608,PAA HOTEL,4215  5TH AVE,PITTSBURGH,15213,1550,008150,934,REMOVE BUILT-UP ROOFING AND FLASHING ON FLAT ROOF,6900,f,2019-09-03,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4449853,-79.9545955
PAA190615,6533 MEADOW STREET,,PITTSBURGH,15222,1850,131,931,"REMOVE FLOOR TILE & MASTIC & DUST & DEBRIS THOROUGHOUT BUILDING, EXTERIOR WINDOW CAULKING & 3RD FLOOR CEMENTITOUS MATERIAL",10200,f,2019-09-13,2020-09-06,2,t,f,2019-09-06,RENOVATION,40.4475255,-79.9933976
PAA190631,FORBES REGIONAL HOSPITAL,2570 HAYMAKER RD,MONROEVILLE,15146,450,47708,903,REMOVE ACM MASTIC UNDER CERAMIC IN GROUND FLOOR KITCHEN AND FLOOR TILE/MMASTIC FROM ROOM 1149 LOCKER ROOM/ROOM 1150 OFFICE,710,t,2019-09-16,2019-12-31,2,t,t,2019-09-30,RENOVATION,40.428583,-79.7479881
PAA190637,AHN-FORBES HOSPITAL - 2580 HAYMAKER ROAD,,MONROEVILLE,15146,450,406534,929,"REMOVE ACM FLOORING IN MAIN CAMPUS PHARMACY, LEVEL 1",850,t,2019-09-17,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4324714,-79.7512033
PAA190642,UOP PSOVAR HALL,230 S BOUQUET ST,PITTSBURGH,15213,200,4550,905,REMOVE FLOOR TILE AND MASTIC IN 13 ENTRANCES ON THE FIFTH FLOOR,279,t,2019-09-16,2020-06-16,2,t,f,2020-06-16,RENOVATION,40.4417447,-79.9538257
PAA190650,INDUSTRIAL - MINI WAREHOUSE,7502  THOMAS BLVD,PITTSBURGH,15208,1850,7876,921,SEE ATTACHED,10000,t,2019-09-20,2020-09-19,2,t,f,2020-09-19,RENOVATION,40.448824,-79.89541
PAA190654,"US STEEL CLAIRON 22"" MILL",400 STATE ST,CLAIRTON,15025,1550,036120,904,REMOVE GALBESTOS ROOF,8000,t,2019-09-25,2020-09-25,2,f,f,2020-09-25,RENOVATION,40.2940921,-79.8728393
PAA190655,TRACE BREWING COMPANY,4314  MAIN ST,PITTSBURGH,15224,450,6834,938,REMOVE 9X9 GREEN  AND 12X12 REDDISH-BROWN FLOOR FROM THE RAISED ENTRANCE PLATFORM,700,f,2019-09-23,2019-11-23,2,f,f,2019-11-23,RENOVATION,40.4640454,-79.9532696
PAA190656,ASHLAND CHEMICAL,2650  NEVILLE RD,NEVILLE,15225,200,5484,908,REMOVE GALBESTOS SIDING FROM BUILDING #12,170,t,2019-09-24,2019-11-29,2,f,t,2019-09-30,RENOVATION,40.4977808,-80.0913426
PAA190658,RIVERVIEW TOWER I,52  GARETTA ST,PITTSBURGH,15217,200,20873,931,REMOVE FIREPROOFING IN KITCHEN,32,f,2019-09-18,2020-05-30,2,t,f,2020-05-30,RENOVATION,40.4136926,-79.92169
PAA190659,UNITED METHODIST CHURCH-MARY S BROWN MEMORIAL,3424 BEECHWOOD BLVD,PITTSBURGH,15217,850,7879,921,REMOVE THERMAL SYSTEMS PIPE INSULATION THROUGHOUT BASEMENT,1884,t,2019-09-30,2020-09-29,2,t,f,2020-09-29,RENOVATION,40.4205611,-79.9270093
PAA190662,GBU FINANCIAL LIFE - 4254 SAW MILL RUN BLVD,,PITTSBURGH,15227,1850,14992,911,"RMEOVE MUD FITTINGS ON 2ND FLOORABOVE CEILINGS, FLOOR TILE ON 2ND & 3RD FLOORS AND MASTIC ON 3RD FLOOR",18690,t,2019-09-27,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.3760655,-79.9696277
PAA190663,VA MEDICAL CENTER - UNIVERSITY DRIVE,4100  ALLEQUIPPA ST,PITTSBURGH,15213,200,47736,903,REMOVE KITCHEN AREA PIPE FITTING INSULATION AN DUCT FLEX CONNECTOR AND EXTERIOR BLACK WALL MASTIC.,172,t,2019-10-03,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4462661,-79.9608074
PAA190669,UNIVERSITY OF PITTSBURGH,5000  BAUM BLVD,PITTSBURGH,15213,200,1624,901,REMOVE ROOFING FROM 1ST FLOOR AWNING AND WALL MASTIC FROM 2ND FLOOR RESTROOM,740,f,2019-09-27,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4550425,-79.944171
PAA190673,UOP POSVAR HALL,230 S BOUQUET ST,PITTSBURGH,15213,450,4562,905,"REMOVE CARPET, GLUE & MASTIC ON FIFTH FLOOR",553,t,2019-10-04,2020-10-04,2,t,f,2020-10-04,RENOVATION,40.4417447,-79.9538257
PAA190676,PPG C-WING,400  COLLEGE PARK DR,MONROEVILLE,15146,450,008155,934,"REMOVE ROOF FLASHING FROM MAIN ROOF AIR HANDLER VENTS, COOLING TOWER CURBS & REAR WALL",505,t,2019-10-07,2019-12-06,2,t,f,2019-12-06,RENOVATION,40.449078,-79.7347989
PAA190677,WILMERDING APARTMENTS,314  COMMERCE ST,WILMERDING,15148,1850,4565,905,"REMOVE VAT/MASTIC IN ALL HALLWAYS & 19 UNITS, COVE BASE/MASTIC IN ALLHALWAYS & ROOMS AND FITTINGS IN ALL UNITS",18440,t,2019-10-07,2020-10-07,2,f,f,2020-10-07,RENOVATION,40.392952,-79.807811
PAA190678,BETTIS ATOMIC POWER LABORATORY (N BUILDING),814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1250,2025414,940,"REMOVE CARPET & MASTIC ON TOP OF FLOOR TILE, FLOOR TILE MASTIC, PIPE INSULATION, CEILING PLASTER WITH MASTIC PUCKS IN W1L, AND ROOMS 101, 013, 105, 109, 111, & 113.",2840,f,2019-10-07,2020-10-06,2,f,f,2020-10-06,RENOVATION,40.3560891,-79.8997901
PAA190680,WEST PENN HOSPITAL - WEST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224,450,47741,903,"REMOVE FLOOR TILE & MASTIC IN 3W BASEMENT MEDIA ROOM, MICRO LAB, MICRO PREP LAB, BASEMENT GROSSING LAB CORRIDOR, & GROSSING LAB AND PIPE INSULATION IN 3W BASEMENT EXISTING MICRO PREP LAB",1500,t,2019-10-08,2020-03-31,2,f,f,2020-03-31,RENOVATION,40.4614529,-79.9463637
PAA190682,2908 SMALLMAN STREET,,PITTSBURGH,15222,1850,4566,905,REMOVE ROOFING & 1ST FLOOR WINDOW CAULKING,11010,t,2019-10-10,2020-10-10,2,f,f,2020-10-10,RENOVATION,40.4475255,-79.9933976
PAA190684,87 JOSEPH STREET,,PITTSBURGH,15227,850,19813,902,REMOVE FLOOR TILE & MASTIC THROUGHOUT BUILDING,1200,t,2019-10-11,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.3760655,-79.9696277
PAA190686,PITTSBURGH ARS (BLDG 125) - 237 DEFENSE AVENUE,,CORAOPOLIS,15108,1250,1025,940,"REMOVE SHEET FLOORING IN ROOMS 009, 101, 113, 114, 115, 117 & 118 AND TRANSITE TABLE TOP IN ROOM 113",3774,t,2019-10-14,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.5184013,-80.1667247
PAA190687,FIRE STATION #7,4603 STANTON AVE,PITTSBURGH,15201,200,5495,908,REMOVE STAIR TOWER ROOFING,288,t,2019-10-18,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.481424,-79.937327
PAA190689,7371 HAMILTON AVENUE,,PITTSBURGH,15222,1850,134,931,"REMOVE PLASTER WALLS, DUST & DEBRIS THROUGHOUT, INCLUDING DEBRIS ON FLOOR, FLOOR TILE & MASTIC FROM HALLS, STAIRWELLS & APARTMENT 3 AND EXTERIOR WINDOW CAULKING",8770,t,2019-10-14,2020-10-14,2,t,f,2020-10-14,RENOVATION,40.4475255,-79.9933976
PAA190691,OUR LADY OF PEACE CHURCH - 907 MIDDLE STREET,,PITTSBURGH,15212,850,09821,902,"REMOVE FLOOR TILE AND MASTIC FROM OFFICE 117 & ADJACENT HALLWAY AND FLOOR TILE AND MASTIC FROM OFFICE 112, 113, 114, 116 AND ADJACENT HALLWAY",1900,t,2019-10-09,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4828051,-80.0367259
PAA190692,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15219,1850,1643,901,"REMOVE PIPE INSULATION AND FITTINGS AND CLEANUP IN ATTIC, PIPE IN DUMPSTER AND BUILT -UP ROOFING",12559,f,2019-10-21,2019-12-25,2,f,f,2019-12-25,RENOVATION,40.440368,-79.9836108
PAA190693,OHRINGER ARTS OF BRADDOCK L.P.,640  BRADDOCK AVE,BRADDOCK,15104,200,252,910,REMOVE FROM BASEMENT PIPE AND DUCT INSULATION AND DEBRIS,202,f,2019-11-13,2020-10-20,2,f,f,2020-10-20,RENOVATION,40.4023158,-79.8676745
PAA190697,CHASE CORPORATION,201  ZETA DR,PITTSBURGH,15238,450,6871,953,REMOVE LOOSE TRANSITE SIDING ON ROOF AREA,600,t,2019-10-30,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.5049871,-79.8611393
PAA190698,ALLEGHENY COUNTY AIRPORT AUTHORITY,12 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,15122,450,4790,911,REMOVE FLOOR TILE AND MASTIC FROM FORMER JAIL AREA,862,t,2019-10-23,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.3538144,-79.93059
PAA190700,NOVA PLACE,100 S COMMONS ST,PITTSBURGH,15212,1850,1355,941,REMOVE FLOOR TILE AND MASTIC FROM VACANT SPACE WITHIN MAIN CONCOURSE,20340,t,2019-10-28,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4511937,-80.0047559
PAA190702,ALLEGHENY GENERAL HOSPITAL,320 E NORTH AVE,PITTSBURGH,15212,450,406572,929,"REMOVE WHITE VINYL SHEET FLOOR WITH BLACK MASTIC ON CONCRETE FLOOR IN MAIN CAMPUS, EP LABS 1&2 AND 4TH FLOOR SNYDER",687,t,2019-10-24,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4574469,-80.0032706
PAA190703,PPG INDUSTRIES INC,151 COLFAX ST,SPRINGDALE BORO,15144,450,19854,902,REMOVE CARPET & MASTIC FROM CONFERENCE ROOM,960,t,2019-10-29,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.5380846,-79.7839701
PAA190705,FORMER JAMES STREET TAVERN,422  FORELAND ST,PITTSBURGH,15212,1250,6850,938,"REMOVE PIPE WRAP IN BASEMENT, MASTIC IN BASEMENT KITCHEN, FLOOR TILE & MASTIC IN BASEMENT & FIRST FLOOR SEATING AREA AND SECOND FLOOR CORRIDOR",2949,f,2019-10-15,2020-10-13,2,t,f,2020-10-13,RENOVATION,40.454377,-80.0010428
PAA190711,MALLET FOODS - 1 NORTH BELL AVENUE,,CARNEGIE,15106,200,19862,902,REMOVE ROOF SHINGLES ON LEFT SIDE OF BUILDING ROOF,240,t,2019-10-29,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4086802,-80.0833885
PAA190712,ATI FLAT ROLLED PRODUCTS - 100 RIVER ROAD,,BRACKENRIDGE,15014,1550,19855,902,REMOVE TRANSITE SIDING FROM THE EXTERIOR OF HSM HOT SLUDGE PRESS BUILDING,6000,t,2019-10-28,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.6090654,-79.7413896
PAA190715,PASSAVANT HOSPITAL - 9102 BABCOCK BOULEVARD,,PITTSBURGH,15237,450,1028,940,"REMOVE CARPET CC AND FLOOR MASTIC FROM T BUILDING 1103 BUSINESS OFFICE, 1106 WAITING ROOM AND CORRIDOR",570,t,2019-10-31,2019-11-30,2,f,f,2019-11-30,RENOVATION,40.5610745,-80.0394123
PAA190716,UPMC MONTEFIORE (MUH),3459 5TH AVE,PITTSBURGH,15213,450,6143,940,REMOVE FLOOR TILE ROOM 815 & PIPE INSULATION FROM ROO 817 ON THE 8TH FLOOR,686,t,2019-11-04,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4405925,-79.9617686
PAA190717,"911TH AIRLIFT WING - PGH INTERNATIONAL AIRPORT, ARS",,CORAOPOLIS,15108,850,5516,908,REMOVE ROOF FLASHING FROM BUILDING 417,1063,t,2019-11-05,2019-11-29,2,f,f,2019-11-29,RENOVATION,40.5184013,-80.1667247
PAA190718,FIFTH NEVILELE APARTMENTS - 4705 FIFTH AVENUE,,PITTSBURGH,15213,200,5515,908,REMOVE LIGHT FIXTURE HEAT SHIELDS FROM ALL FLOORS,80,f,2019-10-29,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4379259,-79.9556424
PAA190720,,7510  THOMAS BLVD,PITTSBURGH,15208,1550,7885,921,"REMOVE THERMAL SYSTEM INSULATION FROM BASEMENT AND FIRST FLOOR, BROWN 9X9 FLOOR TILE FROM UPSTAIRS OFFICE AREA AND TRANSITE CEILING PANELS FROM WAREHOUSE CEILING",4818,t,2019-11-04,2020-11-03,2,f,f,2020-11-03,RENOVATION,40.4497498,-79.8946054
PAA190723,BETTIS ATOMIC POWER LABORATORIES K BUILDING,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2025192,940,REMOVE FLOOR TILE AND MASTIC FROM INTERIOR FLOOR,1162,f,2019-11-11,2020-11-11,2,f,f,2020-11-11,RENOVATION,40.3560891,-79.8997901
PAA190726,BETTIS ATOMIC POWER LABORATORY - G BUILDING,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1850,2025865,940,"REMOVE FLOOR TILE & MASTIC IN LOW BYA AND LEAN-TO AREAS, EXTERIOR WINDOW CAULKING AND  INTERIOR/EXTERIOR WINDOW GLAZING AND FLOOR",11510,t,2019-11-11,2020-11-10,2,f,f,2020-11-10,RENOVATION,40.3560891,-79.8997901
PAA190727,SAINT CLAIR HOSPITAL,1000  MCNEILLY RD,SCOTT,15243,450,1029,940,REMOVE FLOOR TILE IN FIRST FLOOR ES OFFICES,465,t,2019-11-13,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.3866737,-80.0262452
PAA190731,400 & 408 NORTH AIKEN AVENUE,400 N AIKEN AVE,PITTSBURGH,15206,850,21156,931,"REMOVE PLASTER WALLS, DUST AND DEBRIS THROUGHOUT EACH UNIT INCLUDING DEBRIS ON FLOOR",2000,f,2019-11-14,2020-11-14,2,f,f,2020-11-14,RENOVATION,40.4678087,-79.9343833
PAA190732,"410, 412, 414, 416 & 416.5 NORTH AIKEN AVENUE",410 N AIKEN AVE,PITTSBURGH,15206,850,21156,931,"REMOVE PLASTER WALLS, DUST AND DEBRIS THROUGHOUT EACH UNIT, INCLUDING DEBRIS ON FLOOR",5000,f,2019-11-14,2020-11-14,2,f,f,2020-11-14,RENOVATION,40.467979,-79.934161
PAA190733,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,200,1030,940,REMOVE FIREPROOFING AND PIPE INSULATION FROM LOBBY LEVEL EMERGENCY DEPARTMENT EL83,55,t,2019-11-18,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4425606,-79.9609827
PAA190737,CMU WAREHOUSE - 6555 PENN AVENUE,,PITTSBURGH,15213,450,1677,901,REMOVE FLOOR TILE AND MASTIC IN ROOM 101H,360,t,2019-11-25,2020-01-30,2,f,f,2020-01-30,RENOVATION,40.4379259,-79.9556424
PAA192001,UNIVERSITY OF PITTSBURGH O&M - 3412 FORBES AVENUE,,PITTSBURGH,15219,850,4436,905,REMOVE VARIOUS ITEMS FROM VARIOUS BUILDINGS THROUGHOUT THE CAMPUS,160,t,2019-01-03,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.440368,-79.9836108
PAA192002,US STEEL TOWER VARIOUS 2019 O&M,600 GRANT ST,PITTSBURGH,15219,850,5264,908,REMOVE VARIOUS MATERIALS THROUGHOUT THE BUILDING,160,t,2019-01-03,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4414139,-79.9947082
PAA192003,"ALLEGHENY COUNTY O&M CIY COUNTY, COUNTY OFFICE COURTHOUSE",414 GRANT ST,PITTSBURGH,15219,850,4521,911,"REMOVE PIPE & FITTINGS, FLOOR TILE/MASTIC & PLASTER THROUGHOUT",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4382355,-79.9966742
PAA192004,USS CLAIRTON WORKS - ANNUAL BLANKET NOTIFICATION - O&M,400 STATE ST,CLAIRTON,15025,850,28900,946,"REMOVE TSI, MASTIC, GASKET & MSCELLANEOUS PLANTWIDE",9000,t,2019-01-02,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.2940921,-79.8728393
PAA192005,EDGAR THOMSON WORKS ANNUAL O&M NOTIFICATIONS,1300 BRADDOCK AVE,BRADDOCK,15104,850,28902,946,"REMOVE TSI, MASTIC, GASKET & MISCELLANEOUS PLANTWIDE",2000,t,2019-01-02,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3971281,-79.8593594
PAA192006,USS IRVIN WORKS - ANNUAL O&M NOTIFICATION - PO BOX 878,,DRAVOSBURG,15034,850,28901,946,"REMOVE TSI, MASTIC, GASKETS, & MISCELLANEOUS PLANTWIDE",2000,t,2019-01-02,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.351279,-79.8884819
PAA192007,UNIV OF PGH APPLIED RESEARCH CTR - 3170 WILIAM PITT WAY,,HARMAR,15024,850,20933,941,"REMOVE FLOOR TILE/MASTIC, PIPE INSULATION, TRANSITE, & SPRAY ON INSULATION THROUGHOUT",149,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.545741,-79.8352767
PAA192010,DUQUESNE LIGHT COMPANY O&M,2833 NEW BEAVER AVE,PITTSBURGH,15233,850,12553,918,REMOVE ARC PROOF TAPE & CEMENT FROM VARIOUSE MANHOLES & VAULTS AND WIRE COVERING FROM VARIOUS SUBSTATIONS,4500,f,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4674277,-80.0378059
PAA192012,UPMC MCKEESPORT HOSPITAL O&M,1500 5TH AVE,MCKEESPORT,15132,850,5201,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING, LINOLEUM THROUGHOUT",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3510349,-79.8490186
